data_id,item_id,language,form,item_kind,category,uni_lemma,lexical_category,date_of_test,age,comprehension,production,is_norming,child_id
4981,item_10,Turkish,Short Form of Words and Sentences,word_endings_nouns,vehicles,bottle,verb,2010-10-08,50,672,254,FALSE,98230
4982,item_16,Swedish,Short Form of Words and Gestures,word_forms_nouns,outside,cheese,verb,2010-02-04,48,372,601,FALSE,30497
4983,item_18,Spanish,Words and Gestures,word_forms_nouns,connecting_words,knife,other,2010-08-16,53,513,603,FALSE,19138
4984,item_9,Chinese,Words and Sentences,gestures_adult,people,toothbrush,other,2010-02-12,36,247,645,FALSE,69476
4985,item_4,Turkish,Words and Sentences,word_endings_nouns,places,chocolate,other,2010-05-21,37,624,186,TRUE,50330
4986,item_19,Vietnamese,Words and Sentences,how_use_words,vehicles,fish (animal),adjective,2010-06-04,21,584,108,TRUE,59579
4987,item_10,Vietnamese,Short Form of Words and Gestures,word_endings_nouns,people,crocodile,other,2010-03-25,50,755,310,FALSE,77966
4988,item_4,Italian,Words and Sentences,starting_to_talk,question_words,dog,adjective,2010-06-13,21,231,133,FALSE,92110
4989,item_8,Russian,Words and Gestures,gestures_parent,places,shoe,other,2010-08-22,26,231,637,FALSE,64983
4990,item_14,German,Words and Sentences,complexity,action_words,elephant,adjective,2010-05-29,56,512,473,FALSE,53549
4991,item_20,Turkish,Short Form of Words and Sentences,word_endings_verbs,furniture_rooms,dog,verb,2010-01-29,47,249,161,FALSE,30235
4992,item_15,Thai,Short Form of Words and Sentences,word_forms_verbs,descriptive_words,banana,noun,2010-11-13,45,150,225,TRUE,78157
4993,item_10,Vietnamese,Short Form of Words and Sentences,first_signs,household,mommy,other,2010-01-15,28,398,639,TRUE,82595
4994,item_2,Vietnamese,Short Form of Words and Sentences,phrases,pronouns,pizza,verb,2010-11-15,20,716,581,TRUE,74670
4995,item_1,Chinese,Short Form of Words and Sentences,gestures_parent,sounds,pants,noun,2010-05-20,55,731,276,TRUE,63343
4996,item_18,Japanese,Words and Sentences,phrases,food_drink,frog,other,2010-11-16,45,755,614,TRUE,40956
4997,item_13,Turkish,Words and Gestures,word,toys,tissue,verb,2010-10-31,21,179,676,FALSE,93805
4998,item_19,Arabic,Words and Gestures,word_endings_nouns,outside,toothbrush,verb,2010-06-05,46,452,567,FALSE,20717
4999,item_5,Portuguese,Short Form of Words and Gestures,gestures_first,quantifiers,dog,other,2010-04-12,21,751,489,FALSE,49567
5000,item_16,Italian,Words and Sentences,gestures_parent,question_words,cat,other,2010-03-13,40,493,305,FALSE,23679
5001,item_2,Chinese,Short Form of Words and Sentences,complexity,time_words,blanket,other,2010-05-26,45,163,340,TRUE,77350
5002,item_11,Russian,Words and Gestures,gestures_first,action_words,frog,other,2010-10-20,41,374,130,FALSE,85814
5003,item_19,Italian,Words and Sentences,gestures_objects,toys,cat,noun,2010-03-23,44,223,152,TRUE,19812
5004,item_1,Bengali,Short Form of Words and Gestures,starting_to_talk,people,pizza,verb,2010-02-22,32,230,262,FALSE,55173
5005,item_9,Chinese,Short Form of Words and Sentences,word,food_drink,cheese,other,2010-10-06,26,763,197,TRUE,86330
5006,item_16,Japanese,Words and Sentences,word,toys,dog,other,2010-05-12,22,469,141,FALSE,90270
5007,item_4,Turkish,Words and Sentences,word,pronouns,crocodile,other,2010-02-18,18,262,186,FALSE,11611
5008,item_20,Italian,Words and Gestures,combine,sounds,shoe,other,2010-12-10,18,797,656,FALSE,72375
5009,item_12,Korean,Short Form of Words and Sentences,word_endings,clothing,blanket,other,2010-08-14,42,666,191,TRUE,45041
5010,item_13,Japanese,Short Form of Words and Gestures,phrases,toys,pants,other,2010-09-16,34,611,619,TRUE,45279
5011,item_13,German,Short Form of Words and Sentences,word_forms_nouns,vehicles,chocolate,other,2010-01-20,30,797,163,FALSE,21778
5012,item_7,Italian,Words and Gestures,word_endings_verbs,helping_verbs,bottle,other,2010-09-22,43,136,317,TRUE,96821
5013,item_7,Turkish,Words and Gestures,first_signs,people,bee,verb,2010-01-16,46,790,585,FALSE,96990
5014,item_11,German,Words and Gestures,how_use_words,action_words,juice,verb,2010-10-04,38,726,108,TRUE,89024
5015,item_19,Dutch,Words and Gestures,gestures_parent,household,toothbrush,noun,2010-02-26,47,653,479,FALSE,69376
5016,item_12,Russian,Words and Sentences,how_use_words,pronouns,giraffe,other,2010-09-24,18,380,189,FALSE,59816
5017,item_11,Russian,Short Form of Words and Gestures,phrases,places,tissue,adjective,2010-07-03,59,353,662,FALSE,79088
5018,item_4,Swedish,Short Form of Words and Gestures,gestures_first,games_routines,frog,other,2010-04-16,53,266,622,FALSE,60765
5019,item_15,Arabic,Short Form of Words and Gestures,complexity,vehicles,bread,other,2010-10-19,36,686,659,TRUE,36085
5020,item_13,Arabic,Words and Gestures,combine,games_routines,spoon,verb,2010-08-20,23,327,436,FALSE,11155
5021,item_6,English (American),Words and Gestures,gestures_adult,action_words,frog,verb,2010-09-28,57,320,166,FALSE,85155
5022,item_11,Vietnamese,Words and Sentences,first_signs,people,spoon,other,2010-03-10,58,787,469,FALSE,27067
5023,item_1,Bengali,Words and Gestures,word_forms_nouns,connecting_words,tissue,noun,2010-03-06,57,457,148,TRUE,80294
5024,item_6,Chinese,Short Form of Words and Sentences,word_endings_nouns,outside,fish (animal),adjective,2010-04-12,33,511,117,TRUE,15884
5025,item_15,Vietnamese,Short Form of Words and Sentences,gestures_first,connecting_words,hat,verb,2010-07-14,32,369,273,FALSE,93895
5026,item_13,German,Short Form of Words and Gestures,word_forms_nouns,time_words,shoe,noun,2010-04-29,23,450,110,FALSE,77201
5027,item_11,Portuguese,Words and Sentences,gestures_first,body_parts,ice cream,noun,2010-04-07,30,207,570,TRUE,70873
5028,item_7,Italian,Words and Gestures,word_forms_nouns,helping_verbs,hat,other,2010-11-25,40,151,332,FALSE,69031
5029,item_3,French,Words and Gestures,word_forms_verbs,vehicles,shoe,verb,2010-10-31,55,191,438,TRUE,91401
5030,item_20,Vietnamese,Words and Sentences,gestures_parent,people,knife,verb,2010-01-14,23,369,465,FALSE,13408
5031,item_15,Thai,Short Form of Words and Gestures,combine,pronouns,fish (animal),noun,2010-05-11,27,660,419,TRUE,88951
5032,item_1,Thai,Words and Sentences,phrases,quantifiers,apple,other,2010-11-03,24,789,320,FALSE,10143
5033,item_3,French,Words and Sentences,combine,clothing,sandwich,other,2010-01-22,42,769,113,FALSE,42103
5034,item_15,Swedish,Short Form of Words and Sentences,word,body_parts,crocodile,adjective,2010-09-27,30,734,459,FALSE,51537
5035,item_14,Hindi,Short Form of Words and Gestures,gestures_objects,pronouns,crocodile,adjective,2010-07-23,29,245,142,FALSE,39403
5036,item_18,German,Short Form of Words and Sentences,word_endings_nouns,games_routines,banana,verb,2010-12-13,21,269,449,TRUE,88407
5037,item_12,Italian,Words and Gestures,how_use_words,clothing,bee,other,2010-01-08,22,347,388,FALSE,67333
5038,item_4,Vietnamese,Short Form of Words and Sentences,combine,outside,apple,other,2010-04-18,48,758,122,TRUE,26815
5039,item_14,French,Words and Sentences,combine,pronouns,juice,adjective,2010-12-07,25,302,680,FALSE,39589
5040,item_13,Chinese,Words and Sentences,combine,question_words,toothbrush,other,2010-07-02,20,731,438,TRUE,81031
5041,item_11,Spanish,Words and Gestures,complexity,sounds,elephant,noun,2010-07-11,38,565,631,FALSE,89687
5042,item_12,Arabic,Short Form of Words and Sentences,how_use_words,animals,bee,other,2010-09-11,47,747,669,TRUE,78874
5043,item_15,Italian,Words and Gestures,gestures_parent,sounds,chocolate,adjective,2010-06-14,50,733,143,TRUE,37271
5044,item_5,Hindi,Short Form of Words and Sentences,complexity,outside,cat,other,2010-08-25,38,326,479,FALSE,94161
5045,item_18,English (American),Short Form of Words and Sentences,word_forms_verbs,household,shoe,verb,2010-08-10,22,235,438,FALSE,84347
5046,item_9,German,Short Form of Words and Gestures,gestures_adult,descriptive_words,elephant,other,2010-04-01,25,771,488,TRUE,21854
5047,item_13,Arabic,Short Form of Words and Sentences,phrases,connecting_words,ice cream,verb,2010-03-29,44,584,451,TRUE,34414
5048,item_16,German,Short Form of Words and Gestures,word_endings_nouns,quantifiers,spoon,other,2010-03-12,60,419,160,FALSE,36500
5049,item_18,Spanish,Words and Gestures,word_forms_verbs,clothing,mommy,noun,2010-07-26,20,667,637,FALSE,20290
5050,item_13,Dutch,Words and Sentences,how_use_words,quantifiers,hat,verb,2010-08-26,27,778,195,TRUE,56516
5051,item_11,Turkish,Words and Sentences,how_use_words,vehicles,chocolate,noun,2010-01-13,26,369,660,FALSE,68853
5052,item_4,Thai,Words and Sentences,gestures_parent,pronouns,toothbrush,other,2010-09-30,27,556,645,FALSE,80010
5053,item_3,Italian,Short Form of Words and Sentences,phrases,helping_verbs,ice cream,noun,2010-03-25,51,310,567,TRUE,52794
5054,item_12,German,Words and Gestures,gestures_first,pronouns,apple,noun,2010-08-12,54,316,382,FALSE,82585
5055,item_17,Italian,Words and Sentences,phrases,pronouns,bread,verb,2010-02-20,28,186,690,FALSE,46331
5056,item_13,Japanese,Words and Gestures,first_signs,clothing,pizza,other,2010-05-08,56,663,200,TRUE,53380
5057,item_7,Bengali,Short Form of Words and Gestures,gestures_parent,helping_verbs,baby,noun,2010-11-08,46,389,143,FALSE,69323
5058,item_20,French,Short Form of Words and Sentences,first_signs,question_words,spoon,noun,2010-08-28,44,522,263,FALSE,56805
5059,item_6,Arabic,Words and Gestures,gestures_adult,question_words,toothbrush,adjective,2010-04-10,19,330,419,TRUE,21816
5060,item_10,Korean,Short Form of Words and Sentences,word_forms_nouns,helping_verbs,bottle,verb,2010-03-13,37,656,358,FALSE,34528
5061,item_6,Bengali,Words and Gestures,word_endings,time_words,apple,noun,2010-11-28,19,537,666,FALSE,28781
5062,item_5,Spanish,Words and Gestures,word_forms_verbs,outside,pants,other,2010-06-19,37,483,347,TRUE,94368
5063,item_1,Dutch,Short Form of Words and Sentences,word_endings_verbs,furniture_rooms,bottle,other,2010-08-01,33,187,425,FALSE,80979
5064,item_10,French,Short Form of Words and Gestures,gestures_parent,clothing,knife,noun,2010-08-25,22,408,129,TRUE,97529
5065,item_5,German,Short Form of Words and Gestures,first_signs,sounds,frog,adjective,2010-12-06,54,618,558,TRUE,64838
5066,item_9,English (American),Short Form of Words and Gestures,word_forms_nouns,helping_verbs,chocolate,adjective,2010-11-23,60,129,144,FALSE,68992
5067,item_5,Spanish,Short Form of Words and Sentences,word_endings_nouns,quantifiers,baby,other,2010-10-10,35,690,215,FALSE,83026
5068,item_5,Bengali,Words and Gestures,gestures_objects,action_words,tissue,other,2010-09-09,57,275,518,FALSE,51180
5069,item_4,Bengali,Short Form of Words and Sentences,word_endings_nouns,question_words,elephant,other,2010-01-26,47,144,687,TRUE,48910
5070,item_15,Chinese,Words and Gestures,gestures_adult,food_drink,daddy,verb,2010-12-25,48,530,371,FALSE,12374
5071,item_16,Thai,Short Form of Words and Gestures,first_signs,question_words,carrot,adjective,2010-08-15,49,625,431,FALSE,99209
5072,item_17,Chinese,Words and Sentences,gestures_first,body_parts,bee,noun,2010-02-27,30,293,309,FALSE,77611
5073,item_14,Russian,Short Form of Words and Sentences,first_signs,body_parts,crocodile,adjective,2010-04-13,40,743,348,FALSE,89139
5074,item_20,Hindi,Short Form of Words and Sentences,combine,pronouns,juice,other,2010-11-16,48,518,650,TRUE,81823
5075,item_7,Turkish,Words and Gestures,word,pronouns,mommy,adjective,2010-01-22,29,365,143,FALSE,76139
5076,item_3,Turkish,Short Form of Words and Sentences,gestures_adult,question_words,juice,other,2010-12-09,23,290,437,TRUE,35718
5077,item_13,English (American),Words and Sentences,word_forms_nouns,places,carrot,adjective,2010-05-04,58,433,495,FALSE,93055
5078,item_12,German,Short Form of Words and Gestures,phrases,toys,hat,verb,2010-11-29,42,349,461,TRUE,18625
5079,item_6,Russian,Words and Sentences,gestures_objects,action_words,apple,noun,2010-01-31,57,291,401,FALSE,19106
5080,item_3,Italian,Short Form of Words and Sentences,how_use_words,games_routines,pizza,verb,2010-06-26,29,297,454,TRUE,11233
5081,item_5,Swedish,Short Form of Words and Gestures,gestures_games,question_words,ice cream,other,2010-07-30,55,680,252,TRUE,52312
5082,item_8,French,Short Form of Words and Sentences,word_forms_verbs,vehicles,spoon,noun,2010-08-03,58,390,476,TRUE,33788
5083,item_4,Arabic,Words and Sentences,gestures_first,quantifiers,spoon,noun,2010-05-07,52,597,114,TRUE,60415
5084,item_6,Russian,Words and Gestures,word_endings_nouns,vehicles,sandwich,adjective,2010-09-24,46,782,669,TRUE,90681
5085,item_14,Spanish,Words and Sentences,gestures_first,household,knife,verb,2010-01-08,51,296,130,FALSE,25168
5086,item_6,Russian,Short Form of Words and Sentences,word_endings,quantifiers,fish (animal),verb,2010-05-23,41,482,396,TRUE,37586
5087,item_7,Chinese,Words and Gestures,gestures_games,connecting_words,knife,other,2010-04-23,60,424,161,TRUE,36715
5088,item_7,Turkish,Short Form of Words and Gestures,word_endings,pronouns,sandwich,other,2010-01-24,20,480,276,FALSE,17603
5089,item_17,Turkish,Words and Sentences,combine,household,baby,other,2010-01-13,60,355,188,TRUE,94134
5090,item_20,Hindi,Short Form of Words and Gestures,gestures_parent,toys,daddy,adjective,2010-08-16,18,717,578,TRUE,20545
5091,item_7,Japanese,Words and Gestures,starting_to_talk,furniture_rooms,mommy,verb,2010-03-08,57,548,210,TRUE,13869
5092,item_2,French,Short Form of Words and Gestures,word_forms_verbs,pronouns,banana,verb,2010-09-12,30,669,678,FALSE,21597
5093,item_16,Hindi,Words and Sentences,first_signs,furniture_rooms,daddy,noun,2010-03-21,32,609,455,FALSE,35453
5094,item_7,Vietnamese,Short Form of Words and Gestures,word,toys,dog,other,2010-01-11,22,401,419,FALSE,27755
5095,item_18,Turkish,Words and Gestures,word_endings_verbs,time_words,cat,noun,2010-09-26,18,655,254,TRUE,70592
5096,item_10,Vietnamese,Short Form of Words and Gestures,how_use_words,sounds,sandwich,verb,2010-12-09,25,181,347,TRUE,69864
5097,item_1,Vietnamese,Short Form of Words and Sentences,complexity,clothing,spoon,verb,2010-11-30,29,550,408,FALSE,99688
5098,item_12,Hindi,Words and Gestures,complexity,descriptive_words,frog,verb,2010-01-24,34,447,102,TRUE,94966
5099,item_9,German,Words and Sentences,gestures_parent,descriptive_words,spoon,verb,2010-03-11,54,679,312,TRUE,15387
5100,item_18,Swedish,Short Form of Words and Sentences,phrases,animals,toothbrush,verb,2010-07-31,21,442,295,TRUE,84549
5101,item_8,Chinese,Short Form of Words and Sentences,phrases,question_words,frog,noun,2010-05-13,49,551,306,TRUE,17837
5102,item_13,Spanish,Short Form of Words and Gestures,word_forms_verbs,vehicles,mommy,adjective,2010-07-03,25,421,489,TRUE,63173
5103,item_16,Dutch,Words and Sentences,gestures_first,body_parts,spoon,other,2010-07-28,33,603,622,FALSE,89207
5104,item_9,Thai,Words and Sentences,word_forms_nouns,vehicles,ice cream,noun,2010-03-15,30,202,670,TRUE,47244
5105,item_15,Vietnamese,Words and Gestures,gestures_adult,locations,carrot,other,2010-03-22,47,722,290,FALSE,66451
5106,item_2,Hindi,Words and Sentences,word_endings,helping_verbs,cheese,other,2010-09-01,47,693,576,TRUE,64873
5107,item_1,English (American),Short Form of Words and Sentences,gestures_parent,pronouns,chocolate,other,2010-06-16,31,338,402,FALSE,39154
5108,item_18,Spanish,Short Form of Words and Gestures,word_endings_verbs,games_routines,blanket,other,2010-09-24,58,413,402,FALSE,30835
5109,item_15,Thai,Short Form of Words and Gestures,word_endings_nouns,action_words,bee,noun,2010-03-01,36,379,614,TRUE,84838
5110,item_13,Hindi,Words and Gestures,word,pronouns,daddy,other,2010-05-20,46,647,553,FALSE,55927
5111,item_19,Chinese,Words and Sentences,word_endings_nouns,body_parts,cat,other,2010-12-19,21,154,252,TRUE,54279
5112,item_16,Dutch,Words and Gestures,word,pronouns,juice,noun,2010-10-23,21,263,615,TRUE,26561
5113,item_19,Japanese,Short Form of Words and Sentences,word_endings,body_parts,dog,noun,2010-11-03,46,302,323,TRUE,51493
5114,item_15,French,Words and Sentences,word_endings_verbs,connecting_words,toothbrush,other,2010-04-09,18,322,452,TRUE,89461
5115,item_10,Arabic,Words and Gestures,word_forms_verbs,people,baby,other,2010-12-08,22,705,498,TRUE,30439
5116,item_10,English (American),Words and Sentences,gestures_games,household,banana,other,2010-03-15,60,107,218,FALSE,36220
5117,item_4,Korean,Short Form of Words and Gestures,how_use_words,animals,dog,other,2010-11-13,23,568,560,TRUE,24347
5118,item_10,Chinese,Short Form of Words and Gestures,gestures_parent,toys,bottle,noun,2010-02-14,21,660,404,FALSE,71206
5119,item_15,English (American),Words and Sentences,combine,places,tissue,noun,2010-08-07,30,371,365,FALSE,20506
5120,item_18,Hindi,Short Form of Words and Sentences,word_forms_nouns,connecting_words,toothbrush,noun,2010-06-05,22,768,397,TRUE,58231
5121,item_12,Chinese,Words and Gestures,combine,locations,daddy,adjective,2010-04-29,23,159,260,TRUE,57496
5122,item_14,Russian,Short Form of Words and Sentences,gestures_first,food_drink,daddy,adjective,2010-04-11,42,303,517,FALSE,37102
5123,item_4,Arabic,Short Form of Words and Sentences,word_forms_nouns,action_words,giraffe,adjective,2010-03-24,31,685,111,FALSE,11292
5124,item_18,Swedish,Words and Sentences,phrases,helping_verbs,mommy,other,2010-05-26,38,210,243,TRUE,60772
5125,item_18,Portuguese,Short Form of Words and Sentences,gestures_games,household,giraffe,adjective,2010-09-27,27,293,541,TRUE,31209
5126,item_7,Japanese,Short Form of Words and Sentences,complexity,helping_verbs,ice cream,noun,2010-12-07,50,407,274,TRUE,48093
5127,item_16,Chinese,Short Form of Words and Gestures,complexity,locations,bottle,other,2010-01-21,37,431,553,FALSE,80276
5128,item_7,Arabic,Short Form of Words and Gestures,gestures_first,time_words,dog,verb,2010-05-28,50,585,307,TRUE,85809
5129,item_7,Portuguese,Words and Sentences,word_endings_nouns,descriptive_words,tissue,noun,2010-09-19,45,742,121,TRUE,34390
5130,item_15,Portuguese,Short Form of Words and Sentences,how_use_words,sounds,banana,noun,2010-11-04,31,225,128,TRUE,67821
5131,item_13,Thai,Words and Gestures,gestures_adult,quantifiers,bottle,other,2010-10-03,51,535,628,FALSE,82809
5132,item_17,Vietnamese,Short Form of Words and Gestures,phrases,household,bottle,verb,2010-06-20,44,153,515,FALSE,11334
5133,item_14,Swedish,Short Form of Words and Sentences,phrases,body_parts,knife,adjective,2010-11-13,44,581,427,TRUE,60740
5134,item_6,Korean,Words and Gestures,word_forms_verbs,quantifiers,mommy,noun,2010-12-06,22,734,580,TRUE,14963
5135,item_7,Japanese,Short Form of Words and Gestures,first_signs,action_words,pants,noun,2010-07-17,57,600,577,TRUE,32967
5136,item_6,English (American),Short Form of Words and Sentences,gestures_adult,animals,giraffe,verb,2010-03-09,28,508,406,TRUE,56726
5137,item_4,English (American),Short Form of Words and Gestures,gestures_objects,outside,sandwich,other,2010-12-14,37,582,117,TRUE,40324
5138,item_19,Swedish,Short Form of Words and Gestures,first_signs,outside,tissue,other,2010-02-17,38,347,157,TRUE,91076
5139,item_20,Korean,Words and Gestures,starting_to_talk,places,daddy,noun,2010-12-22,24,304,527,TRUE,31021
5140,item_15,English (American),Short Form of Words and Sentences,gestures_parent,time_words,cat,noun,2010-12-10,25,494,572,TRUE,51732
5141,item_7,French,Words and Sentences,starting_to_talk,action_words,daddy,other,2010-08-29,28,762,327,TRUE,19260
5142,item_9,Turkish,Words and Sentences,gestures_games,clothing,toothbrush,adjective,2010-08-12,56,408,628,TRUE,71236
5143,item_8,French,Words and Sentences,word_endings,connecting_words,pizza,other,2010-04-05,53,284,265,FALSE,16375
5144,item_19,Russian,Short Form of Words and Gestures,complexity,locations,baby,verb,2010-09-02,50,714,669,FALSE,30679
5145,item_19,Chinese,Short Form of Words and Gestures,gestures_adult,toys,baby,other,2010-09-17,34,404,246,FALSE,44230
5146,item_6,Bengali,Words and Sentences,phrases,food_drink,cat,other,2010-08-21,49,230,250,TRUE,84542
5147,item_19,Vietnamese,Words and Sentences,gestures_parent,outside,sandwich,adjective,2010-05-19,44,674,244,TRUE,41849
5148,item_8,Vietnamese,Words and Gestures,phrases,places,mommy,adjective,2010-12-01,34,270,650,FALSE,51208
5149,item_1,German,Short Form of Words and Sentences,phrases,outside,daddy,noun,2010-08-05,55,382,669,TRUE,91500
5150,item_3,Arabic,Words and Sentences,first_signs,furniture_rooms,pizza,adjective,2010-02-22,28,595,663,FALSE,42042
5151,item_10,Thai,Short Form of Words and Sentences,word_endings_nouns,quantifiers,apple,other,2010-06-28,38,347,145,FALSE,61584
5152,item_18,Japanese,Short Form of Words and Gestures,word,furniture_rooms,banana,other,2010-06-11,18,638,166,FALSE,82339
5153,item_16,Portuguese,Short Form of Words and Sentences,word,toys,elephant,adjective,2010-05-14,54,367,328,FALSE,25027
5154,item_12,Turkish,Words and Gestures,word_forms_nouns,household,elephant,other,2010-07-18,22,498,323,FALSE,86973
5155,item_6,Dutch,Short Form of Words and Sentences,gestures_adult,vehicles,bottle,verb,2010-03-17,45,277,696,TRUE,58363
5156,item_4,Swedish,Short Form of Words and Gestures,gestures_adult,games_routines,spoon,noun,2010-07-31,22,214,294,TRUE,86173
5157,item_19,German,Short Form of Words and Gestures,gestures_parent,quantifiers,cheese,other,2010-07-12,27,341,310,TRUE,43301
5158,item_3,Italian,Words and Gestures,gestures_games,animals,fish (animal),noun,2010-03-04,24,519,611,TRUE,67410
5159,item_11,Bengali,Short Form of Words and Sentences,word_forms_nouns,games_routines,giraffe,adjective,2010-01-09,47,590,278,FALSE,92578
5160,item_19,German,Short Form of Words and Sentences,first_signs,household,bottle,other,2010-05-11,56,608,379,TRUE,46347
5161,item_18,French,Short Form of Words and Sentences,complexity,action_words,hat,other,2010-12-23,56,583,430,FALSE,97021
5162,item_5,Portuguese,Words and Sentences,combine,outside,mommy,verb,2010-09-28,18,586,535,TRUE,71703
5163,item_2,Dutch,Short Form of Words and Gestures,gestures_parent,quantifiers,sandwich,noun,2010-01-31,55,140,650,FALSE,72505
5164,item_8,Japanese,Short Form of Words and Sentences,gestures_first,helping_verbs,pizza,adjective,2010-12-20,53,185,362,FALSE,10173
5165,item_19,Chinese,Short Form of Words and Sentences,how_use_words,locations,blanket,noun,2010-08-08,47,419,405,TRUE,60912
5166,item_9,Italian,Short Form of Words and Sentences,word_forms_nouns,sounds,knife,verb,2010-03-20,27,663,492,FALSE,70910
5167,item_17,Hindi,Words and Sentences,gestures_first,outside,baby,verb,2010-08-16,33,774,317,TRUE,37053
5168,item_9,Spanish,Short Form of Words and Sentences,starting_to_talk,animals,elephant,other,2010-09-13,47,648,300,TRUE,27752
5169,item_1,Korean,Short Form of Words and Sentences,how_use_words,time_words,shoe,adjective,2010-07-24,20,398,240,TRUE,41744
5170,item_4,Bengali,Short Form of Words and Sentences,gestures_first,clothing,knife,noun,2010-02-12,43,196,282,TRUE,51149
5171,item_5,Swedish,Words and Gestures,gestures_games,descriptive_words,giraffe,other,2010-05-13,42,293,232,TRUE,12521
5172,item_8,Thai,Words and Gestures,first_signs,sounds,pants,other,2010-11-20,43,308,247,FALSE,75218
5173,item_1,Italian,Words and Sentences,word_endings_verbs,household,elephant,adjective,2010-03-30,37,224,657,FALSE,44541
5174,item_2,Portuguese,Words and Sentences,gestures_parent,descriptive_words,bee,adjective,2010-01-02,40,749,585,TRUE,36839
5175,item_11,Portuguese,Words and Sentences,word_forms_verbs,locations,frog,other,2010-02-04,54,753,625,TRUE,47062
5176,item_11,Swedish,Words and Sentences,combine,food_drink,fish (animal),other,2010-02-21,45,673,117,FALSE,41748
5177,item_8,English (American),Words and Gestures,first_signs,sounds,banana,noun,2010-01-21,58,364,157,FALSE,39942
5178,item_6,Italian,Words and Sentences,gestures_parent,games_routines,juice,noun,2010-12-27,29,142,272,FALSE,82513
5179,item_4,English (American),Words and Sentences,word_forms_verbs,furniture_rooms,daddy,noun,2010-08-02,52,661,134,TRUE,83778
5180,item_16,Turkish,Short Form of Words and Gestures,first_signs,connecting_words,chocolate,adjective,2010-05-03,28,664,669,FALSE,44695
5181,item_7,Arabic,Words and Sentences,combine,locations,toothbrush,noun,2010-01-04,29,395,469,TRUE,89444
5182,item_2,Vietnamese,Short Form of Words and Sentences,complexity,body_parts,knife,verb,2010-06-05,19,450,177,TRUE,82656
5183,item_6,Korean,Short Form of Words and Gestures,combine,sounds,pizza,noun,2010-07-29,20,301,572,TRUE,61325
5184,item_12,Portuguese,Short Form of Words and Sentences,word_forms_verbs,furniture_rooms,baby,other,2010-06-04,33,192,410,FALSE,75471
5185,item_3,Hindi,Words and Sentences,gestures_adult,pronouns,chocolate,verb,2010-06-13,38,318,629,TRUE,13633
5186,item_18,Japanese,Words and Sentences,phrases,action_words,hat,adjective,2010-10-30,28,792,649,FALSE,45582
5187,item_19,Japanese,Short Form of Words and Sentences,gestures_first,food_drink,dog,noun,2010-01-04,52,433,486,FALSE,89829
5188,item_1,Bengali,Short Form of Words and Gestures,complexity,pronouns,elephant,other,2010-03-22,41,195,389,TRUE,73836
5189,item_20,French,Short Form of Words and Sentences,first_signs,games_routines,giraffe,verb,2010-02-11,18,356,585,FALSE,13863
5190,item_5,Chinese,Short Form of Words and Sentences,word_endings_nouns,quantifiers,fish (animal),adjective,2010-03-24,42,527,312,TRUE,32963
5191,item_6,English (American),Words and Gestures,combine,clothing,cat,adjective,2010-07-02,27,317,308,FALSE,34908
5192,item_3,Chinese,Words and Sentences,first_signs,people,carrot,other,2010-09-29,28,794,671,TRUE,91593
5193,item_4,Italian,Short Form of Words and Sentences,complexity,games_routines,cat,other,2010-01-30,38,765,501,FALSE,14217
5194,item_12,English (American),Short Form of Words and Gestures,gestures_parent,clothing,bee,adjective,2010-06-01,48,526,388,FALSE,82778
5195,item_12,English (American),Words and Gestures,complexity,household,bread,other,2010-10-16,28,272,380,FALSE,49623
5196,item_9,Korean,Short Form of Words and Sentences,starting_to_talk,clothing,cat,verb,2010-10-30,33,361,442,FALSE,26032
5197,item_6,Bengali,Words and Gestures,phrases,question_words,fish (animal),noun,2010-11-17,37,771,389,FALSE,71003
5198,item_13,Spanish,Words and Sentences,phrases,time_words,pants,adjective,2010-09-23,40,669,691,FALSE,61668
5199,item_17,German,Words and Gestures,gestures_games,helping_verbs,cat,noun,2010-12-09,33,371,252,FALSE,77494
5200,item_9,Chinese,Words and Gestures,gestures_adult,people,chocolate,other,2010-06-26,57,689,689,FALSE,25108
5201,item_3,Portuguese,Short Form of Words and Sentences,starting_to_talk,time_words,cheese,other,2010-01-09,50,677,688,TRUE,46152
5202,item_14,English (American),Words and Gestures,first_signs,descriptive_words,bee,adjective,2010-12-09,27,688,153,TRUE,21765
5203,item_18,Vietnamese,Short Form of Words and Sentences,how_use_words,clothing,frog,adjective,2010-06-30,60,564,619,TRUE,36436
5204,item_7,Bengali,Words and Sentences,gestures_objects,action_words,bottle,noun,2010-07-20,37,404,590,FALSE,95724
5205,item_12,Dutch,Words and Sentences,phrases,helping_verbs,toothbrush,noun,2010-11-25,28,527,621,TRUE,28016
5206,item_2,Italian,Short Form of Words and Gestures,combine,household,pants,adjective,2010-05-01,35,216,439,TRUE,69401
5207,item_14,Hindi,Words and Sentences,gestures_games,descriptive_words,juice,verb,2010-07-06,22,429,586,FALSE,77558
5208,item_12,Vietnamese,Words and Sentences,starting_to_talk,household,ice cream,other,2010-11-13,22,135,251,TRUE,99238
5209,item_10,Swedish,Short Form of Words and Gestures,word_endings,furniture_rooms,knife,noun,2010-06-27,21,370,178,FALSE,81478
5210,item_7,German,Short Form of Words and Sentences,gestures_objects,helping_verbs,elephant,adjective,2010-01-27,42,344,693,TRUE,17664
5211,item_19,French,Words and Sentences,starting_to_talk,places,ice cream,verb,2010-02-18,30,607,292,TRUE,62199
